Chunk Number,Original Text Chunk,Summary,Source File
83,"relevant information extraction. Thus, a database relating the process parameters (""Inputs"" in Table 2) with those quantities ofinterest (""Outputs"" in Table 2) is built. Table 2. Dataset header with process parameters (inputs) to relate with quantities of interest (outputs) INPUTS OUTPUTS",A method for building a database with process parameters and quantities of interest.,summarized_PIMM_JME_2024_HASCOET.csv
84,Pressure Advance Nozzle Width Width,BBC Sport takes a look back at some of the,summarized_PIMM_JME_2024_HASCOET.csv
85,Height Height Speed Height Average,BBC Sport takes a look back at some of the,summarized_PIMM_JME_2024_HASCOET.csv
86,Variance Average Variance This dataset counts 420 filaments (140 distinct parameter combinations repeated 3 times) is used for creating a data-driven manifold described in next section.,This dataset is used to create a data-driven manifold,summarized_PIMM_JME_2024_HASCOET.csv
87,"J. Arduengo et al./Journal of Machine Engineering, 2024, Vol. 24, No. 1, 103-117 113 3.5. MACHINE LEARNING FOR MANIFOLD PREDICTIONS The objective of this section is to create a manifold of the filament dimensions depending on the process parameters. This approach is data-driven, based on the experimental",The filament dimensions of a 3D printer are determined by a series of algorithms.,summarized_PIMM_JME_2024_HASCOET.csv
88,"results, and modeled using a Machine Learning algorithm. Thus, a direct model is created, predicting the filament dimensions and shape from any process parameters queried. For the data-driven Machine Learning, the Support Vector Machine (SVM) [28, 29] fits the require- ments for non-linearity and data sparsity. Indeed, with three parameters involved in the process (Pressure, Advance Speed and Nozzle Distance), Deep Learning algorithms like","In this paper, we present a novel method for predicting the shape of 3D printer filament.",summarized_PIMM_JME_2024_HASCOET.csv
89,"Neural Network Regressor, would require much more than 420 distinct parameter combinations [30, 31]. Fitting the 420 points available with Machine Learning built a manifold surface for each of the studied outputs (Width Average, Width Variance, Height Average, Height Variance). This is the direct model. The SVM algorithm was first conceived for classification problems, i.e. for separating samples into classes. The algorithm computes","In this paper we present aSupervised Virtual Machine (SVM) algorithm to train a new class of machine learning system, i.e.",summarized_PIMM_JME_2024_HASCOET.csv
90,"by iterations a hyperplane with a margin whose objective is to separate at best the training points available. This margin is built to be the largest possible and containing the minimum number of training points. As this relation here is not linear, this cannot be obtained in the original space. Therefore, the idea of the SVM algorithm is to find a higher dimensional space where this margin can be linear, using a kernel application. In our case, a non-linear Radial","In this paper, we present an algorithm for finding a non-linear space where a margin can be linear, using a kernel application.",summarized_PIMM_JME_2024_HASCOET.csv
91,"Basis Function is used: (x,y) 1 (x,3,Z), with Z = exp(-y(x2 + y2)). A. R2= 0.95; MSE = 5.0um B. R2 = 0.93; MSE = 3.lum 1.4 0.2",The following table shows the coefficients of the Basis Function for the,summarized_PIMM_JME_2024_HASCOET.csv
92,3.0 bon 3.0 1 ca Speed,BBC Sport takes a look back at some of the,summarized_PIMM_JME_2024_HASCOET.csv
93,30 4.5 1 30 4.5 (mm/s) 4 Speed (mm's) 45,A selection of the best of the week's,summarized_PIMM_JME_2024_HASCOET.csv
94,C. R2= 0.80; MSE = 0.4um D.R2 = 0.81; MSE = 0.4um 0.2 O 0.3,",,,,",summarized_PIMM_JME_2024_HASCOET.csv
95, 0.0 0.0 4.5 4.5,The winning numbers in Saturday evening's drawing of,summarized_PIMM_JME_2024_HASCOET.csv
96,30 (Dar) 30 (Dar) Speed,BBC Sport takes a look back at some of the,summarized_PIMM_JME_2024_HASCOET.csv
97,1 3.0 Speed 1 3.0 (mm/s) Pesue,"The world's fastest car, the Porsche ",summarized_PIMM_JME_2024_HASCOET.csv
98,"(mm/s) Pesue Fig. 9. Data-driven manifolds computed with SVM regressor for A. Width Average, B. Height Average, C. Width Variance, D. Height Variance, for Nozzle Height = 0.2 mm 114",Data-driven manifolds computed with SVM regressor for A.,summarized_PIMM_JME_2024_HASCOET.csv
99,"J. Arduengo et al./Journal of Machine Engineering, 2024, Vol. 24, No. 1, 103-117 This classification method is extended to solve regression problems where the objective is to predict a scalar rather than a class. The manifolds for each quantity of interest are presented in Fig. 9. On these plots, the points represent the experimental data used to train the SVM model in green (90% of the experimental data). The red points represent the",This paper presents a new method for the classification of machine learning problems where the objective is to predict a class rather than a quantity of interest.,summarized_PIMM_JME_2024_HASCOET.csv
100,"experimental data used to validate the model (10% of the experimental data). The R2 score and the Mean Square Error (MSE) results are given for each manifold, presenting a good prediction accuracy. With these manifolds of the direct model, the filament shape can be predicted for any set of parameters.",This paper presents a new direct model for the prediction of the shape of a 3D printer filament.,summarized_PIMM_JME_2024_HASCOET.csv
101,"3.6. STOCHASTIC MACHINE LEARNING MODELS The experimental context involves an issue with repeatability. Indeed, with the same process parameters, different results might be obtained, depending on the bioink. A metric for this geometric repeatability is need. The same set of parameters has been repeated three times and the filament measure the same way as previously. Therefore, the variance of the average",This paper presents the results of a three-dimensional (3D) printing experiment with a filament made of PLA and a bioink.,summarized_PIMM_JME_2024_HASCOET.csv
102,"width and height between those three repetitions can be measured. The higher the variance, the less repeatable the experiment was. The final objective will be there to predict numerically the repeatability of one experiment before running it. The same way as in the previous section, a SVM model is built to predict such metrics. The results are presented in Fig. 10. The higher the score, the less repeatable the combination of parameters.",The goal of this experiment is to run three experiments with the same set of parameters.,summarized_PIMM_JME_2024_HASCOET.csv
